"canonical_gene_id"	"feature_id"
"MtrunA17Chr6g0466681"	"MtrunA17Chr6g0466681"
"MtrunA17Chr6g0467121"	"MtrunA17Chr6g0467121"
"MtrunA17Chr6g0470231"	"MtrunA17Chr6g0470231"
"MtrunA17Chr6g0471231"	"MtrunA17Chr6g0471231"
"MtrunA17Chr6g0471271"	"MtrunA17Chr6g0471271"
"MtrunA17Chr6g0472321"	"MtrunA17Chr6g0472321"
"MtrunA17Chr6g0472451"	"MtrunA17Chr6g0472451"
"MtrunA17Chr6g0474071"	"MtrunA17Chr6g0474071"
"MtrunA17Chr6g0476311"	"MtrunA17Chr6g0476311"
"MtrunA17Chr6g0476331"	"MtrunA17Chr6g0476331"
"MtrunA17Chr6g0476661"	"MtrunA17Chr6g0476661"
"MtrunA17Chr6g0476781"	"MtrunA17Chr6g0476781"
"MtrunA17Chr6g0477101"	"MtrunA17Chr6g0477101"
"MtrunA17Chr6g0477771"	"MtrunA17Chr6g0477771"
"MtrunA17Chr6g0478081"	"MtrunA17Chr6g0478081"
"MtrunA17Chr6g0478161"	"MtrunA17Chr6g0478161"
"MtrunA17Chr6g0478481"	"MtrunA17Chr6g0478481"
"MtrunA17Chr6g0478491"	"MtrunA17Chr6g0478491"
"MtrunA17Chr6g0478521"	"MtrunA17Chr6g0478521"
"MtrunA17Chr6g0478551"	"MtrunA17Chr6g0478551"
"MtrunA17Chr6g0478581"	"MtrunA17Chr6g0478581"
"MtrunA17Chr6g0478651"	"MtrunA17Chr6g0478651"
"MtrunA17Chr6g0479141"	"MtrunA17Chr6g0479141"
"MtrunA17Chr6g0479311"	"MtrunA17Chr6g0479311"
"MtrunA17Chr6g0479331"	"MtrunA17Chr6g0479331"
"MtrunA17Chr6g0479511"	"MtrunA17Chr6g0479511"
"MtrunA17Chr6g0480011"	"MtrunA17Chr6g0480011"
"MtrunA17Chr6g0480631"	"MtrunA17Chr6g0480631"
"MtrunA17Chr6g0481071"	"MtrunA17Chr6g0481071"
"MtrunA17Chr6g0481721"	"MtrunA17Chr6g0481721"
"MtrunA17Chr6g0481761"	"MtrunA17Chr6g0481761"
"MtrunA17Chr6g0482521"	"MtrunA17Chr6g0482521"
"MtrunA17Chr6g0482721"	"MtrunA17Chr6g0482721"
"MtrunA17Chr6g0483141"	"MtrunA17Chr6g0483141"
"MtrunA17Chr6g0483701"	"MtrunA17Chr6g0483701"
"MtrunA17Chr6g0484231"	"MtrunA17Chr6g0484231"
"MtrunA17Chr6g0485301"	"MtrunA17Chr6g0485301"
"MtrunA17Chr6g0485311"	"MtrunA17Chr6g0485311"
"MtrunA17Chr6g0485681"	"MtrunA17Chr6g0485681"
"MtrunA17Chr6g0485841"	"MtrunA17Chr6g0485841"
"MtrunA17Chr6g0486111"	"MtrunA17Chr6g0486111"
"MtrunA17Chr6g0486661"	"MtrunA17Chr6g0486661"
"MtrunA17Chr6g0486831"	"MtrunA17Chr6g0486831"
"MtrunA17Chr6g0487101"	"MtrunA17Chr6g0487101"
"MtrunA17Chr6g0487171"	"MtrunA17Chr6g0487171"
"MtrunA17Chr6g0487231"	"MtrunA17Chr6g0487231"
"MtrunA17Chr6g0487251"	"MtrunA17Chr6g0487251"
"MtrunA17Chr6g0487421"	"MtrunA17Chr6g0487421"
"MtrunA17Chr6g0487981"	"MtrunA17Chr6g0487981"
"MtrunA17Chr6g0488511"	"MtrunA17Chr6g0488511"
"MtrunA17Chr6g0488831"	"MtrunA17Chr6g0488831"
"MtrunA17Chr7g0214111"	"MtrunA17Chr7g0214111"
"MtrunA17Chr7g0214151"	"MtrunA17Chr7g0214151"
"MtrunA17Chr7g0214171"	"MtrunA17Chr7g0214171"
"MtrunA17Chr7g0214651"	"MtrunA17Chr7g0214651"
"MtrunA17Chr7g0214681"	"MtrunA17Chr7g0214681"
"MtrunA17Chr7g0214751"	"MtrunA17Chr7g0214751"
"MtrunA17Chr7g0214841"	"MtrunA17Chr7g0214841"
"MtrunA17Chr7g0215181"	"MtrunA17Chr7g0215181"
"MtrunA17Chr7g0216841"	"MtrunA17Chr7g0216841"
"MtrunA17Chr7g0216911"	"MtrunA17Chr7g0216911"
"MtrunA17Chr7g0217311"	"MtrunA17Chr7g0217311"
"MtrunA17Chr7g0217941"	"MtrunA17Chr7g0217941"
"MtrunA17Chr7g0218121"	"MtrunA17Chr7g0218121"
"MtrunA17Chr7g0218321"	"MtrunA17Chr7g0218321"
"MtrunA17Chr7g0218421"	"MtrunA17Chr7g0218421"
"MtrunA17Chr7g0218701"	"MtrunA17Chr7g0218701"
"MtrunA17Chr7g0218731"	"MtrunA17Chr7g0218731"
"MtrunA17Chr7g0218791"	"MtrunA17Chr7g0218791"
"MtrunA17Chr7g0218861"	"MtrunA17Chr7g0218861"
"MtrunA17Chr7g0219051"	"MtrunA17Chr7g0219051"
"MtrunA17Chr7g0219561"	"MtrunA17Chr7g0219561"
"MtrunA17Chr7g0219951"	"MtrunA17Chr7g0219951"
"MtrunA17Chr7g0219961"	"MtrunA17Chr7g0219961"
"MtrunA17Chr7g0220311"	"MtrunA17Chr7g0220311"
"MtrunA17Chr7g0221341"	"MtrunA17Chr7g0221341"
"MtrunA17Chr7g0221441"	"MtrunA17Chr7g0221441"
"MtrunA17Chr7g0222381"	"MtrunA17Chr7g0222381"
"MtrunA17Chr7g0222471"	"MtrunA17Chr7g0222471"
"MtrunA17Chr7g0222641"	"MtrunA17Chr7g0222641"
"MtrunA17Chr7g0222781"	"MtrunA17Chr7g0222781"
"MtrunA17Chr7g0223161"	"MtrunA17Chr7g0223161"
"MtrunA17Chr7g0223271"	"MtrunA17Chr7g0223271"
"MtrunA17Chr7g0223291"	"MtrunA17Chr7g0223291"
"MtrunA17Chr7g0223961"	"MtrunA17Chr7g0223961"
"MtrunA17Chr7g0224571"	"MtrunA17Chr7g0224571"
"MtrunA17Chr7g0225141"	"MtrunA17Chr7g0225141"
"MtrunA17Chr7g0225451"	"MtrunA17Chr7g0225451"
"MtrunA17Chr7g0225601"	"MtrunA17Chr7g0225601"
"MtrunA17Chr7g0225641"	"MtrunA17Chr7g0225641"
"MtrunA17Chr7g0226551"	"MtrunA17Chr7g0226551"
"MtrunA17Chr7g0226571"	"MtrunA17Chr7g0226571"
"MtrunA17Chr7g0226941"	"MtrunA17Chr7g0226941"
"MtrunA17Chr7g0227081"	"MtrunA17Chr7g0227081"
"MtrunA17Chr7g0227861"	"MtrunA17Chr7g0227861"
"MtrunA17Chr7g0228141"	"MtrunA17Chr7g0228141"
"MtrunA17Chr7g0228311"	"MtrunA17Chr7g0228311"
"MtrunA17Chr7g0228921"	"MtrunA17Chr7g0228921"
"MtrunA17Chr7g0231191"	"MtrunA17Chr7g0231191"
"MtrunA17Chr7g0232061"	"MtrunA17Chr7g0232061"
"MtrunA17Chr7g0232311"	"MtrunA17Chr7g0232311"
"MtrunA17Chr7g0232401"	"MtrunA17Chr7g0232401"
"MtrunA17Chr7g0233051"	"MtrunA17Chr7g0233051"
"MtrunA17Chr7g0233091"	"MtrunA17Chr7g0233091"
"MtrunA17Chr7g0233471"	"MtrunA17Chr7g0233471"
"MtrunA17Chr7g0233601"	"MtrunA17Chr7g0233601"
"MtrunA17Chr7g0233761"	"MtrunA17Chr7g0233761"
"MtrunA17Chr7g0233911"	"MtrunA17Chr7g0233911"
"MtrunA17Chr7g0233951"	"MtrunA17Chr7g0233951"
"MtrunA17Chr7g0234061"	"MtrunA17Chr7g0234061"
"MtrunA17Chr7g0234201"	"MtrunA17Chr7g0234201"
"MtrunA17Chr7g0234641"	"MtrunA17Chr7g0234641"
"MtrunA17Chr7g0234661"	"MtrunA17Chr7g0234661"
"MtrunA17Chr7g0235331"	"MtrunA17Chr7g0235331"
"MtrunA17Chr7g0235501"	"MtrunA17Chr7g0235501"
"MtrunA17Chr7g0235551"	"MtrunA17Chr7g0235551"
"MtrunA17Chr7g0235621"	"MtrunA17Chr7g0235621"
"MtrunA17Chr7g0236881"	"MtrunA17Chr7g0236881"
"MtrunA17Chr7g0237111"	"MtrunA17Chr7g0237111"
"MtrunA17Chr7g0237591"	"MtrunA17Chr7g0237591"
"MtrunA17Chr7g0238681"	"MtrunA17Chr7g0238681"
"MtrunA17Chr7g0239131"	"MtrunA17Chr7g0239131"
"MtrunA17Chr7g0239341"	"MtrunA17Chr7g0239341"
"MtrunA17Chr7g0239421"	"MtrunA17Chr7g0239421"
"MtrunA17Chr7g0239701"	"MtrunA17Chr7g0239701"
"MtrunA17Chr7g0241151"	"MtrunA17Chr7g0241151"
"MtrunA17Chr7g0241561"	"MtrunA17Chr7g0241561"
"MtrunA17Chr7g0241591"	"MtrunA17Chr7g0241591"
"MtrunA17Chr7g0241811"	"MtrunA17Chr7g0241811"
"MtrunA17Chr7g0241841"	"MtrunA17Chr7g0241841"
"MtrunA17Chr7g0241911"	"MtrunA17Chr7g0241911"
"MtrunA17Chr7g0242261"	"MtrunA17Chr7g0242261"
"MtrunA17Chr7g0242461"	"MtrunA17Chr7g0242461"
"MtrunA17Chr7g0242561"	"MtrunA17Chr7g0242561"
"MtrunA17Chr7g0242661"	"MtrunA17Chr7g0242661"
"MtrunA17Chr7g0242941"	"MtrunA17Chr7g0242941"
"MtrunA17Chr7g0243051"	"MtrunA17Chr7g0243051"
"MtrunA17Chr7g0243071"	"MtrunA17Chr7g0243071"
"MtrunA17Chr7g0243261"	"MtrunA17Chr7g0243261"
"MtrunA17Chr7g0243511"	"MtrunA17Chr7g0243511"
"MtrunA17Chr7g0244271"	"MtrunA17Chr7g0244271"
"MtrunA17Chr7g0244421"	"MtrunA17Chr7g0244421"
"MtrunA17Chr7g0244541"	"MtrunA17Chr7g0244541"
"MtrunA17Chr7g0244901"	"MtrunA17Chr7g0244901"
"MtrunA17Chr7g0245141"	"MtrunA17Chr7g0245141"
"MtrunA17Chr7g0245241"	"MtrunA17Chr7g0245241"
"MtrunA17Chr7g0245301"	"MtrunA17Chr7g0245301"
"MtrunA17Chr7g0245321"	"MtrunA17Chr7g0245321"
"MtrunA17Chr7g0245371"	"MtrunA17Chr7g0245371"
"MtrunA17Chr7g0245401"	"MtrunA17Chr7g0245401"
"MtrunA17Chr7g0245571"	"MtrunA17Chr7g0245571"
"MtrunA17Chr7g0246231"	"MtrunA17Chr7g0246231"
"MtrunA17Chr7g0246311"	"MtrunA17Chr7g0246311"
"MtrunA17Chr7g0246441"	"MtrunA17Chr7g0246441"
"MtrunA17Chr7g0246451"	"MtrunA17Chr7g0246451"
"MtrunA17Chr7g0246591"	"MtrunA17Chr7g0246591"
"MtrunA17Chr7g0246821"	"MtrunA17Chr7g0246821"
"MtrunA17Chr7g0247051"	"MtrunA17Chr7g0247051"
"MtrunA17Chr7g0247631"	"MtrunA17Chr7g0247631"
"MtrunA17Chr7g0248461"	"MtrunA17Chr7g0248461"
"MtrunA17Chr7g0248961"	"MtrunA17Chr7g0248961"
"MtrunA17Chr7g0249351"	"MtrunA17Chr7g0249351"
"MtrunA17Chr7g0249551"	"MtrunA17Chr7g0249551"
"MtrunA17Chr7g0249581"	"MtrunA17Chr7g0249581"
"MtrunA17Chr7g0249611"	"MtrunA17Chr7g0249611"
"MtrunA17Chr7g0249761"	"MtrunA17Chr7g0249761"
"MtrunA17Chr7g0250071"	"MtrunA17Chr7g0250071"
"MtrunA17Chr7g0250121"	"MtrunA17Chr7g0250121"
"MtrunA17Chr7g0250811"	"MtrunA17Chr7g0250811"
"MtrunA17Chr7g0250881"	"MtrunA17Chr7g0250881"
"MtrunA17Chr7g0251271"	"MtrunA17Chr7g0251271"
"MtrunA17Chr7g0251371"	"MtrunA17Chr7g0251371"
"MtrunA17Chr7g0251791"	"MtrunA17Chr7g0251791"
"MtrunA17Chr7g0252251"	"MtrunA17Chr7g0252251"
"MtrunA17Chr7g0252291"	"MtrunA17Chr7g0252291"
"MtrunA17Chr7g0252301"	"MtrunA17Chr7g0252301"
"MtrunA17Chr7g0252331"	"MtrunA17Chr7g0252331"
"MtrunA17Chr7g0252391"	"MtrunA17Chr7g0252391"
"MtrunA17Chr7g0252521"	"MtrunA17Chr7g0252521"
"MtrunA17Chr7g0252531"	"MtrunA17Chr7g0252531"
"MtrunA17Chr7g0252641"	"MtrunA17Chr7g0252641"
"MtrunA17Chr7g0252661"	"MtrunA17Chr7g0252661"
"MtrunA17Chr7g0253211"	"MtrunA17Chr7g0253211"
"MtrunA17Chr7g0253311"	"MtrunA17Chr7g0253311"
"MtrunA17Chr7g0253331"	"MtrunA17Chr7g0253331"
"MtrunA17Chr7g0253411"	"MtrunA17Chr7g0253411"
"MtrunA17Chr7g0253781"	"MtrunA17Chr7g0253781"
"MtrunA17Chr7g0253861"	"MtrunA17Chr7g0253861"
"MtrunA17Chr7g0254091"	"MtrunA17Chr7g0254091"
"MtrunA17Chr7g0254371"	"MtrunA17Chr7g0254371"
"MtrunA17Chr7g0254541"	"MtrunA17Chr7g0254541"
"MtrunA17Chr7g0254601"	"MtrunA17Chr7g0254601"
"MtrunA17Chr7g0254631"	"MtrunA17Chr7g0254631"
"MtrunA17Chr7g0254701"	"MtrunA17Chr7g0254701"
"MtrunA17Chr7g0255141"	"MtrunA17Chr7g0255141"
"MtrunA17Chr7g0255351"	"MtrunA17Chr7g0255351"
"MtrunA17Chr7g0255441"	"MtrunA17Chr7g0255441"
"MtrunA17Chr7g0255611"	"MtrunA17Chr7g0255611"
"MtrunA17Chr7g0255791"	"MtrunA17Chr7g0255791"
"MtrunA17Chr7g0255971"	"MtrunA17Chr7g0255971"
"MtrunA17Chr7g0256191"	"MtrunA17Chr7g0256191"
"MtrunA17Chr7g0256731"	"MtrunA17Chr7g0256731"
"MtrunA17Chr7g0256861"	"MtrunA17Chr7g0256861"
"MtrunA17Chr7g0257111"	"MtrunA17Chr7g0257111"
"MtrunA17Chr7g0257341"	"MtrunA17Chr7g0257341"
"MtrunA17Chr7g0257361"	"MtrunA17Chr7g0257361"
"MtrunA17Chr7g0257861"	"MtrunA17Chr7g0257861"
"MtrunA17Chr7g0257871"	"MtrunA17Chr7g0257871"
"MtrunA17Chr7g0257921"	"MtrunA17Chr7g0257921"
"MtrunA17Chr7g0257991"	"MtrunA17Chr7g0257991"
"MtrunA17Chr7g0258001"	"MtrunA17Chr7g0258001"
"MtrunA17Chr7g0258061"	"MtrunA17Chr7g0258061"
"MtrunA17Chr7g0258341"	"MtrunA17Chr7g0258341"
"MtrunA17Chr7g0258521"	"MtrunA17Chr7g0258521"
"MtrunA17Chr7g0258721"	"MtrunA17Chr7g0258721"
"MtrunA17Chr7g0259611"	"MtrunA17Chr7g0259611"
"MtrunA17Chr7g0259621"	"MtrunA17Chr7g0259621"
"MtrunA17Chr7g0259951"	"MtrunA17Chr7g0259951"
"MtrunA17Chr7g0260071"	"MtrunA17Chr7g0260071"
"MtrunA17Chr7g0260331"	"MtrunA17Chr7g0260331"
"MtrunA17Chr7g0260951"	"MtrunA17Chr7g0260951"
"MtrunA17Chr7g0261251"	"MtrunA17Chr7g0261251"
"MtrunA17Chr7g0261391"	"MtrunA17Chr7g0261391"
"MtrunA17Chr7g0261511"	"MtrunA17Chr7g0261511"
"MtrunA17Chr7g0261551"	"MtrunA17Chr7g0261551"
"MtrunA17Chr7g0261611"	"MtrunA17Chr7g0261611"
"MtrunA17Chr7g0262191"	"MtrunA17Chr7g0262191"
"MtrunA17Chr7g0262501"	"MtrunA17Chr7g0262501"
"MtrunA17Chr7g0262551"	"MtrunA17Chr7g0262551"
"MtrunA17Chr7g0262571"	"MtrunA17Chr7g0262571"
"MtrunA17Chr7g0262691"	"MtrunA17Chr7g0262691"
"MtrunA17Chr7g0262961"	"MtrunA17Chr7g0262961"
"MtrunA17Chr7g0263221"	"MtrunA17Chr7g0263221"
"MtrunA17Chr7g0263321"	"MtrunA17Chr7g0263321"
"MtrunA17Chr7g0263361"	"MtrunA17Chr7g0263361"
"MtrunA17Chr7g0263551"	"MtrunA17Chr7g0263551"
"MtrunA17Chr7g0263931"	"MtrunA17Chr7g0263931"
"MtrunA17Chr7g0264611"	"MtrunA17Chr7g0264611"
"MtrunA17Chr7g0264891"	"MtrunA17Chr7g0264891"
"MtrunA17Chr7g0264961"	"MtrunA17Chr7g0264961"
"MtrunA17Chr7g0265001"	"MtrunA17Chr7g0265001"
"MtrunA17Chr7g0265321"	"MtrunA17Chr7g0265321"
"MtrunA17Chr7g0265611"	"MtrunA17Chr7g0265611"
"MtrunA17Chr7g0265731"	"MtrunA17Chr7g0265731"
"MtrunA17Chr7g0265921"	"MtrunA17Chr7g0265921"
"MtrunA17Chr7g0266721"	"MtrunA17Chr7g0266721"
"MtrunA17Chr7g0267441"	"MtrunA17Chr7g0267441"
"MtrunA17Chr7g0267561"	"MtrunA17Chr7g0267561"
"MtrunA17Chr7g0268381"	"MtrunA17Chr7g0268381"
"MtrunA17Chr7g0268601"	"MtrunA17Chr7g0268601"
"MtrunA17Chr7g0268611"	"MtrunA17Chr7g0268611"
"MtrunA17Chr7g0268821"	"MtrunA17Chr7g0268821"
"MtrunA17Chr7g0269001"	"MtrunA17Chr7g0269001"
"MtrunA17Chr7g0269311"	"MtrunA17Chr7g0269311"
"MtrunA17Chr7g0269371"	"MtrunA17Chr7g0269371"
"MtrunA17Chr7g0269541"	"MtrunA17Chr7g0269541"
"MtrunA17Chr7g0269741"	"MtrunA17Chr7g0269741"
"MtrunA17Chr7g0269781"	"MtrunA17Chr7g0269781"
"MtrunA17Chr7g0269931"	"MtrunA17Chr7g0269931"
"MtrunA17Chr7g0269941"	"MtrunA17Chr7g0269941"
"MtrunA17Chr7g0270141"	"MtrunA17Chr7g0270141"
"MtrunA17Chr7g0270341"	"MtrunA17Chr7g0270341"
"MtrunA17Chr7g0270511"	"MtrunA17Chr7g0270511"
"MtrunA17Chr7g0270531"	"MtrunA17Chr7g0270531"
"MtrunA17Chr7g0270621"	"MtrunA17Chr7g0270621"
"MtrunA17Chr7g0270701"	"MtrunA17Chr7g0270701"
"MtrunA17Chr7g0271051"	"MtrunA17Chr7g0271051"
"MtrunA17Chr7g0271441"	"MtrunA17Chr7g0271441"
"MtrunA17Chr7g0271451"	"MtrunA17Chr7g0271451"
"MtrunA17Chr7g0271601"	"MtrunA17Chr7g0271601"
"MtrunA17Chr7g0271741"	"MtrunA17Chr7g0271741"
"MtrunA17Chr7g0271811"	"MtrunA17Chr7g0271811"
"MtrunA17Chr7g0272141"	"MtrunA17Chr7g0272141"
"MtrunA17Chr7g0272241"	"MtrunA17Chr7g0272241"
"MtrunA17Chr7g0272371"	"MtrunA17Chr7g0272371"
"MtrunA17Chr7g0272571"	"MtrunA17Chr7g0272571"
"MtrunA17Chr7g0272591"	"MtrunA17Chr7g0272591"
"MtrunA17Chr7g0272621"	"MtrunA17Chr7g0272621"
"MtrunA17Chr7g0272631"	"MtrunA17Chr7g0272631"
"MtrunA17Chr7g0272751"	"MtrunA17Chr7g0272751"
"MtrunA17Chr7g0272791"	"MtrunA17Chr7g0272791"
"MtrunA17Chr7g0272831"	"MtrunA17Chr7g0272831"
"MtrunA17Chr7g0272881"	"MtrunA17Chr7g0272881"
"MtrunA17Chr7g0272891"	"MtrunA17Chr7g0272891"
"MtrunA17Chr7g0273101"	"MtrunA17Chr7g0273101"
"MtrunA17Chr7g0273231"	"MtrunA17Chr7g0273231"
"MtrunA17Chr7g0273361"	"MtrunA17Chr7g0273361"
"MtrunA17Chr7g0273661"	"MtrunA17Chr7g0273661"
"MtrunA17Chr7g0274131"	"MtrunA17Chr7g0274131"
"MtrunA17Chr7g0274521"	"MtrunA17Chr7g0274521"
"MtrunA17Chr7g0274621"	"MtrunA17Chr7g0274621"
"MtrunA17Chr7g0274641"	"MtrunA17Chr7g0274641"
"MtrunA17Chr7g0274801"	"MtrunA17Chr7g0274801"
"MtrunA17Chr7g0275341"	"MtrunA17Chr7g0275341"
"MtrunA17Chr7g0275691"	"MtrunA17Chr7g0275691"
"MtrunA17Chr7g0276551"	"MtrunA17Chr7g0276551"
"MtrunA17Chr7g0276601"	"MtrunA17Chr7g0276601"
"MtrunA17Chr8g0334581"	"MtrunA17Chr8g0334581"
"MtrunA17Chr8g0334691"	"MtrunA17Chr8g0334691"
"MtrunA17Chr8g0334811"	"MtrunA17Chr8g0334811"
"MtrunA17Chr8g0334821"	"MtrunA17Chr8g0334821"
"MtrunA17Chr8g0335211"	"MtrunA17Chr8g0335211"
"MtrunA17Chr8g0335231"	"MtrunA17Chr8g0335231"
"MtrunA17Chr8g0335841"	"MtrunA17Chr8g0335841"
"MtrunA17Chr8g0336961"	"MtrunA17Chr8g0336961"
"MtrunA17Chr8g0337031"	"MtrunA17Chr8g0337031"
"MtrunA17Chr8g0337051"	"MtrunA17Chr8g0337051"
"MtrunA17Chr8g0337971"	"MtrunA17Chr8g0337971"
"MtrunA17Chr8g0338461"	"MtrunA17Chr8g0338461"
"MtrunA17Chr8g0338541"	"MtrunA17Chr8g0338541"
"MtrunA17Chr8g0338551"	"MtrunA17Chr8g0338551"
"MtrunA17Chr8g0339041"	"MtrunA17Chr8g0339041"
"MtrunA17Chr8g0339851"	"MtrunA17Chr8g0339851"
"MtrunA17Chr8g0339961"	"MtrunA17Chr8g0339961"
"MtrunA17Chr8g0340351"	"MtrunA17Chr8g0340351"
"MtrunA17Chr8g0340841"	"MtrunA17Chr8g0340841"
"MtrunA17Chr8g0340991"	"MtrunA17Chr8g0340991"
"MtrunA17Chr8g0341281"	"MtrunA17Chr8g0341281"
"MtrunA17Chr8g0341601"	"MtrunA17Chr8g0341601"
"MtrunA17Chr8g0342341"	"MtrunA17Chr8g0342341"
"MtrunA17Chr8g0343441"	"MtrunA17Chr8g0343441"
"MtrunA17Chr8g0344511"	"MtrunA17Chr8g0344511"
"MtrunA17Chr8g0344521"	"MtrunA17Chr8g0344521"
"MtrunA17Chr8g0346451"	"MtrunA17Chr8g0346451"
"MtrunA17Chr8g0346501"	"MtrunA17Chr8g0346501"
"MtrunA17Chr8g0346571"	"MtrunA17Chr8g0346571"
"MtrunA17Chr8g0346581"	"MtrunA17Chr8g0346581"
"MtrunA17Chr8g0346601"	"MtrunA17Chr8g0346601"
"MtrunA17Chr8g0346971"	"MtrunA17Chr8g0346971"
"MtrunA17Chr8g0347231"	"MtrunA17Chr8g0347231"
"MtrunA17Chr8g0347451"	"MtrunA17Chr8g0347451"
"MtrunA17Chr8g0347791"	"MtrunA17Chr8g0347791"
"MtrunA17Chr8g0347861"	"MtrunA17Chr8g0347861"
"MtrunA17Chr8g0348321"	"MtrunA17Chr8g0348321"
